date,symbol,cumulative_return
2024-02-19,BAJAJ-AUTO,0.6963589789592217
2024-02-19,BEL,0.3559626436781609
2024-02-19,BHARTIARTL,0.23441046147195466
2024-02-19,M&M,0.20238714713151928
2024-02-19,TRENT,0.9654946335777783
2024-02-20,BAJAJ-AUTO,0.6535996571280462
2024-02-20,BEL,0.36961206896551735
2024-02-20,BHARTIARTL,0.23630173997622372
2024-02-20,M&M,0.20570443606088062
2024-02-20,TRENT,0.9551745908406601
2024-02-21,BAJAJ-AUTO,0.641050942399503
2024-02-21,BEL,0.3556034482758621
2024-02-21,BHARTIARTL,0.2319247811520586
2024-02-21,M&M,0.20960712891895272
2024-02-21,TRENT,0.8914817153125167
2024-02-22,BAJAJ-AUTO,0.6941163571848592
2024-02-22,BEL,0.399066091954023
2024-02-22,BHARTIARTL,0.22722360315573287
2024-02-22,M&M,0.24258488356966157
2024-02-22,TRENT,0.9202564227089518
2024-02-23,BAJAJ-AUTO,0.6818566914850117
2024-02-23,BEL,0.47485632183908044
2024-02-23,BHARTIARTL,0.2166324435318272
2024-02-23,M&M,0.25533368023936354
2024-02-23,TRENT,0.8871351561361773
2024-02-26,BAJAJ-AUTO,0.6840594444278296
2024-02-26,BEL,0.4673132183908044
2024-02-26,BHARTIARTL,0.19966497352210055
2024-02-26,M&M,0.2552361129179117
2024-02-26,TRENT,0.8671264144529176
2024-02-27,BAJAJ-AUTO,0.6871492788725069
2024-02-27,BEL,0.475215517241379
2024-02-27,BHARTIARTL,0.21852372203609605
2024-02-27,M&M,0.2687654481592281
2024-02-27,TRENT,0.9122432130542484
2024-02-28,BAJAJ-AUTO,0.6323595371228632
2024-02-28,BEL,0.47737068965517193
2024-02-28,BHARTIARTL,0.2198746352534311
2024-02-28,M&M,0.23692597892545697
2024-02-28,TRENT,0.9060754698654767
2024-02-29,BAJAJ-AUTO,0.5766827138713608
2024-02-29,BEL,0.47341954022988464
2024-02-29,BHARTIARTL,0.21403869015454413
2024-02-29,M&M,0.2569272798230764
2024-02-29,TRENT,0.8851925598562493
2024-03-01,BAJAJ-AUTO,0.602736995285508
2024-03-01,BEL,0.47701149425287337
2024-03-01,BHARTIARTL,0.21982059872473791
2024-03-01,M&M,0.2833029790555468
2024-03-01,TRENT,0.8946384342673996
2024-03-04,BAJAJ-AUTO,0.6360773056643614
2024-03-04,BEL,0.5057471264367812
2024-03-04,BHARTIARTL,0.22500810547930383
2024-03-04,M&M,0.2495446858332233
2024-03-04,TRENT,0.9036472245155667
2024-03-05,BAJAJ-AUTO,0.664872569247174
2024-03-05,BEL,0.5140086206896548
2024-03-05,BHARTIARTL,0.26326596779422884
2024-03-05,M&M,0.26138285416937523
2024-03-05,TRENT,0.8708659122917795
2024-03-06,BAJAJ-AUTO,0.7155159525162185
2024-03-06,BEL,0.5118534482758617
2024-03-06,BHARTIARTL,0.2900680860261535
2024-03-06,M&M,0.28180694679328555
2024-03-06,TRENT,0.8804331989704255
2024-03-07,BAJAJ-AUTO,0.7699867436135084
2024-03-07,BEL,0.5459770114942526
2024-03-07,BHARTIARTL,0.2965524694693611
2024-03-07,M&M,0.2342591388057742
2024-03-07,TRENT,0.9193822543829842
2024-03-11,BAJAJ-AUTO,0.7262007993700694
2024-03-11,BEL,0.5269396551724137
2024-03-11,BHARTIARTL,0.2932022046903704
2024-03-11,M&M,0.23217770261480242
2024-03-11,TRENT,0.9448788305570408
2024-03-12,BAJAJ-AUTO,0.6999471737982013
2024-03-12,BEL,0.4673132183908044
2024-03-12,BHARTIARTL,0.30146979358046
2024-03-12,M&M,0.23269806166254536
2024-03-12,TRENT,0.9467728619299707
2024-03-13,BAJAJ-AUTO,0.6714808280756284
2024-03-13,BEL,0.3670977011494252
2024-03-13,BHARTIARTL,0.2631038582081484
2024-03-13,M&M,0.2057369585013642
2024-03-13,TRENT,0.9154242144626306
2024-03-14,BAJAJ-AUTO,0.6712117134627047
2024-03-14,BEL,0.40265804597701127
2024-03-14,BHARTIARTL,0.2910407435426343
2024-03-14,M&M,0.2297059971380233
2024-03-14,TRENT,0.9819824195036677
2024-03-15,BAJAJ-AUTO,0.664663257881567
2024-03-15,BEL,0.35668103448275845
2024-03-15,BHARTIARTL,0.31849130011888005
2024-03-15,M&M,0.17048263301677968
2024-03-15,TRENT,0.9736292554999768
2024-03-18,BAJAJ-AUTO,0.6987710432676466
2024-03-18,BEL,0.3642241379310345
2024-03-18,BHARTIARTL,0.3242191721603802
2024-03-18,M&M,0.2072655132041088
2024-03-18,TRENT,0.9771016463503481
2024-03-19,BAJAJ-AUTO,0.7223733915418249
2024-03-19,BEL,0.3318965517241379
2024-03-19,BHARTIARTL,0.3275154004106775
2024-03-19,M&M,0.199362560166513
2024-03-19,TRENT,0.9210577436744216
2024-03-20,BAJAJ-AUTO,0.7214564084163078
2024-03-20,BEL,0.3466235632183905
2024-03-20,BHARTIARTL,0.3312439208905218
2024-03-20,M&M,0.19968778457135228
2024-03-20,TRENT,0.925622844932253
2024-03-21,BAJAJ-AUTO,0.7443809865542339
2024-03-21,BEL,0.41415229885057436
2024-03-21,BHARTIARTL,0.3193558845779745
2024-03-21,M&M,0.21363991153895978
2024-03-21,TRENT,0.9434947307075914
2024-03-22,BAJAJ-AUTO,0.7831833268546455
2024-03-22,BEL,0.41882183908045945
2024-03-22,BHARTIARTL,0.3358910623581537
2024-03-22,M&M,0.22206322362429876
2024-03-22,TRENT,0.9176339177310482
2024-03-26,BAJAJ-AUTO,0.7862332924677784
2024-03-26,BEL,0.4324712643678159
2024-03-26,BHARTIARTL,0.31103425915919125
2024-03-26,M&M,0.21240405880057045
2024-03-26,TRENT,0.8851682774027494
2024-03-27,BAJAJ-AUTO,0.8264908451195543
2024-03-27,BEL,0.4328304597701147
2024-03-27,BHARTIARTL,0.3236788068734462
2024-03-27,M&M,0.2235917783270438
2024-03-27,TRENT,0.881987275994367
2024-03-28,BAJAJ-AUTO,0.8236302564562565
2024-03-28,BEL,0.44755747126436773
2024-03-28,BHARTIARTL,0.3277855830541443
2024-03-28,M&M,0.24973982047612653
2024-03-28,TRENT,0.917342528289059
2024-04-01,BAJAJ-AUTO,0.8024997757378203
2024-04-01,BEL,0.516522988505747
2024-04-01,BHARTIARTL,0.31562736409812997
2024-04-01,M&M,0.24622739690386175
2024-04-01,TRENT,0.8876208052061587
2024-04-02,BAJAJ-AUTO,0.849136341436671
2024-04-02,BEL,0.5876436781609193
2024-04-02,BHARTIARTL,0.30579271587593193
2024-04-02,M&M,0.28265253024586756
